timestamp_entry,timestamp_exit,direction,entry_price,sl_price,tp_price,exit_price,exit_reason,rr_effective,realized_rr,pnl_percent,setup_name,pattern_id,pattern_name,breakeven_active,bars_held
2026-02-19T01:18:00+00:00,2026-02-19T01:24:00+00:00,long,4974.61,4972.03,4980.509166666667,4980.509166666667,TP,2.286498708010546,2.286498708010546,2.286498708010546,Setup A,Pattern 2,PIN_BAR,False,7
2026-02-19T01:27:00+00:00,2026-02-19T01:27:00+00:00,long,4983.71,4980.97,4993.694444444444,4980.97,SL,3.6439578264398182,-1.0,-1.0,Setup A,Pattern 2,PIN_BAR,False,1
2026-02-19T02:16:00+00:00,2026-02-19T02:16:00+00:00,long,4968.88,4966.93,4974.133333333333,4968.88,BE,2.694017094017227,0.0,0.0,Setup A,Pattern 3,MORNING_STAR,True,1
2026-02-19T02:22:00+00:00,2026-02-19T02:22:00+00:00,long,4968.2,4966.79,4974.133333333333,4966.79,SL,4.208037825059579,-1.0,-1.0,Setup A,Pattern 2,PIN_BAR,False,1
2026-02-19T02:26:00+00:00,2026-02-19T02:26:00+00:00,long,4966.47,4965.32,4974.133333333333,4965.32,SL,6.66376811593854,-1.0,-1.0,Setup A,Pattern 2,PIN_BAR,False,1
2026-02-19T02:32:00+00:00,2026-02-19T02:32:00+00:00,long,4968.46,4967.39,4973.825714285714,4967.39,SL,5.014686248331919,-1.0,-1.0,Setup A,Pattern 2,PIN_BAR,False,1
2026-02-19T02:53:00+00:00,2026-02-19T02:57:00+00:00,long,4963.29,4961.2,4968.674999999999,4961.2,SL,2.5765550239229347,-1.0,-1.0,Setup A,Pattern 1,ENGULFING,False,5
2026-02-19T02:59:00+00:00,2026-02-19T03:01:00+00:00,long,4961.47,4960.64,4963.776666666668,4963.776666666668,TP,2.7791164658644574,2.7791164658644574,2.7791164658644574,Setup A,Pattern 2,PIN_BAR,False,3
2026-02-19T03:20:00+00:00,2026-02-19T03:20:00+00:00,long,4965.05,4964.31,4968.639999999999,4964.31,SL,4.85135135135175,-1.0,-1.0,Setup A,Pattern 2,PIN_BAR,False,1
2026-02-19T03:22:00+00:00,2026-02-19T03:23:00+00:00,long,4965.23,4964.13,4968.639999999999,4964.13,SL,3.1000000000014056,-1.0,-1.0,Setup A,Pattern 1,ENGULFING,False,2
2026-02-19T03:29:00+00:00,2026-02-19T03:32:00+00:00,long,4964.36,4962.22,4968.639999999999,4962.22,SL,2.000000000000425,-1.0,-1.0,Setup A,Pattern 1,ENGULFING,False,4
2026-02-19T23:32:00+00:00,2026-02-19T23:32:00+00:00,long,4994.33,4994.12,4994.788571428572,4994.788571428572,TP,2.1836734693911137,2.1836734693911137,2.1836734693911137,Setup A,Pattern 2,PIN_BAR,False,1
2026-02-19T23:36:00+00:00,2026-02-19T23:44:00+00:00,long,4996.33,4995.34,4998.623,4998.623,TP,2.316161616161789,2.316161616161789,2.316161616161789,Setup A,Pattern 1,ENGULFING,True,9
2026-02-19T23:46:00+00:00,2026-02-19T23:46:00+00:00,long,4998.45,4996.84,5001.8125,4998.45,BE,2.088509316770724,0.0,0.0,Setup A,Pattern 1,ENGULFING,True,1
2026-02-20T01:34:00+00:00,2026-02-20T01:36:00+00:00,long,4998.0,4995.37,5003.6033333333335,4998.0,BE,2.1305449936628267,0.0,0.0,Setup A,Pattern 1,ENGULFING,True,3
2026-02-20T01:41:00+00:00,2026-02-20T01:41:00+00:00,long,4999.15,4997.5,5003.6033333333335,4997.5,SL,2.698989898990795,-1.0,-1.0,Setup A,Pattern 2,PIN_BAR,False,1
2026-02-20T01:58:00+00:00,2026-02-20T02:00:00+00:00,long,4990.79,4985.64,5002.712,4985.64,SL,2.3149514563109364,-1.0,-1.0,Setup B,Pattern 2,PIN_BAR,False,3
2026-02-20T02:05:00+00:00,2026-02-20T02:05:00+00:00,long,4993.33,4991.56,4998.741538461539,4993.33,BE,3.0573663624521386,0.0,0.0,Setup A,Pattern 2,PIN_BAR,True,1
2026-02-20T02:15:00+00:00,2026-02-20T02:15:00+00:00,long,4993.48,4992.53,4997.824666666666,4993.48,BE,4.573333333334405,0.0,0.0,Setup A,Pattern 2,PIN_BAR,True,1
2026-02-20T02:19:00+00:00,2026-02-20T02:19:00+00:00,long,4995.76,4994.1,5001.66375,4994.1,SL,3.5564759036144626,-1.0,-1.0,Setup A,Pattern 1,ENGULFING,False,1
2026-02-20T02:28:00+00:00,2026-02-20T02:28:00+00:00,long,4990.05,4988.13,4997.824666666666,4990.05,BE,4.049305555555177,0.0,0.0,Setup A,Pattern 1,ENGULFING,True,1
2026-02-20T02:36:00+00:00,2026-02-20T02:36:00+00:00,long,4990.22,4986.98,5000.1449999999995,4990.22,BE,3.0632716049373934,0.0,0.0,Setup A,Pattern 2,PIN_BAR,True,1
2026-02-20T03:50:00+00:00,2026-02-20T03:50:00+00:00,long,4997.16,4995.5,5001.736,4997.16,BE,2.756626506024351,0.0,0.0,Setup A,Pattern 2,PIN_BAR,True,1
2026-02-20T03:52:00+00:00,2026-02-20T03:52:00+00:00,long,4997.2,4996.5,5001.736,4997.2,BE,6.480000000001767,0.0,0.0,Setup A,Pattern 1,ENGULFING,True,1
2026-02-20T03:56:00+00:00,2026-02-20T03:58:00+00:00,long,5000.09,4998.11,5005.2300000000005,4998.11,SL,2.5959595959591413,-1.0,-1.0,Setup A,Pattern 1,ENGULFING,False,3
2026-02-20T04:02:00+00:00,2026-02-20T04:02:00+00:00,long,4997.43,4992.83,5009.768333333333,4997.43,BE,2.68224637681134,0.0,0.0,Setup A,Pattern 2,PIN_BAR,True,1
2026-02-20T04:10:00+00:00,2026-02-20T04:10:00+00:00,long,5001.65,5000.55,5005.448571428571,5000.55,SL,3.4532467532484854,-1.0,-1.0,Setup A,Pattern 2,PIN_BAR,False,1
2026-02-20T04:17:00+00:00,2026-02-20T04:17:00+00:00,long,4997.87,4996.53,5001.30375,4996.53,SL,2.5624999999998304,-1.0,-1.0,Setup A,Pattern 2,PIN_BAR,False,1
2026-02-20T04:24:00+00:00,2026-02-20T04:25:00+00:00,long,4997.45,4994.78,5005.2300000000005,4997.45,BE,2.9138576779027874,0.0,0.0,Setup A,Pattern 3,MORNING_STAR,True,2
2026-02-20T04:27:00+00:00,2026-02-20T04:27:00+00:00,long,4997.04,4996.42,5001.30375,4996.42,SL,6.877016129033586,-1.0,-1.0,Setup A,Pattern 2,PIN_BAR,False,1
2026-02-20T04:29:00+00:00,2026-02-20T04:29:00+00:00,long,4996.1,4994.72,5001.30375,4996.1,BE,3.770833333332798,0.0,0.0,Setup A,Pattern 2,PIN_BAR,True,1
2026-02-20T05:03:00+00:00,2026-02-20T05:03:00+00:00,long,4996.18,4993.53,5005.203750000001,4996.18,BE,3.4051886792446915,0.0,0.0,Setup A,Pattern 2,PIN_BAR,True,1
2026-02-20T05:11:00+00:00,2026-02-20T05:11:00+00:00,long,4994.12,4993.23,4997.3112,4994.12,BE,3.5856179775270047,0.0,0.0,Setup A,Pattern 2,PIN_BAR,True,1
2026-02-20T05:18:00+00:00,2026-02-20T05:18:00+00:00,long,4996.38,4995.81,5001.30375,4996.38,BE,8.638157894741125,0.0,0.0,Setup A,Pattern 2,PIN_BAR,True,1
2026-02-20T05:57:00+00:00,2026-02-20T05:57:00+00:00,long,4990.19,4989.6,4992.118333333333,4989.6,SL,3.268361581925054,-1.0,-1.0,Setup A,Pattern 2,PIN_BAR,False,1
2026-02-23T19:15:00+00:00,2026-02-23T19:36:00+00:00,long,5203.1,5199.71,5216.4825,5199.71,SL,3.9476401179936333,-1.0,-1.0,Setup A,Pattern 1,ENGULFING,False,22
2026-02-23T19:48:00+00:00,2026-02-23T20:10:00+00:00,long,5198.88,5196.54,5214.928333333333,5214.928333333333,TP,6.858262108261615,6.858262108261615,6.858262108261615,Setup A,Pattern 2,PIN_BAR,False,23
2026-02-23T20:47:00+00:00,2026-02-23T21:39:00+00:00,long,5208.45,5205.77,5215.12125,5215.12125,TP,2.489272388060398,2.489272388060398,2.489272388060398,Setup A,Pattern 3,MORNING_STAR,False,53
2026-02-24T02:15:00+00:00,2026-02-24T02:21:00+00:00,long,5230.53,5228.48,5236.325999999999,5236.325999999999,TP,2.827317073170172,2.827317073170172,2.827317073170172,Setup A,Pattern 2,PIN_BAR,False,7
2026-02-24T02:25:00+00:00,2026-02-24T02:27:00+00:00,long,5235.67,5229.96,5248.683333333333,5229.96,SL,2.2790426152947876,-1.0,-1.0,Setup A,Pattern 1,ENGULFING,False,3
2026-02-24T02:32:00+00:00,2026-02-24T02:38:00+00:00,long,5230.05,5226.0,5248.683333333333,5226.0,SL,4.600823045267253,-1.0,-1.0,Setup A,Pattern 2,PIN_BAR,False,7
2026-02-24T02:44:00+00:00,2026-02-24T02:55:00+00:00,long,5229.49,5226.44,5236.631666666667,5226.44,SL,2.341530054644888,-1.0,-1.0,Setup A,Pattern 3,MORNING_STAR,False,12
2026-02-24T03:01:00+00:00,2026-02-24T03:01:00+00:00,long,5214.51,5201.26,5248.683333333333,5214.51,BE,2.579119496855334,0.0,0.0,Setup A,Pattern 2,PIN_BAR,True,1
2026-02-24T03:03:00+00:00,2026-02-24T03:04:00+00:00,long,5211.94,5204.17,5231.25375,5204.17,SL,2.4856821106822946,-1.0,-1.0,Setup A,Pattern 2,PIN_BAR,False,2
2026-02-24T03:06:00+00:00,2026-02-24T03:06:00+00:00,long,5209.84,5200.25,5231.25375,5200.25,SL,2.2329249217934706,-1.0,-1.0,Setup A,Pattern 2,PIN_BAR,False,1
2026-02-24T03:31:00+00:00,2026-02-24T03:35:00+00:00,long,5165.88,5161.38,5189.67,5165.88,BE,5.286666666666658,0.0,0.0,Setup A,Pattern 2,PIN_BAR,True,5
2026-02-24T03:37:00+00:00,2026-02-24T03:37:00+00:00,long,5171.45,5165.68,5189.67,5171.45,BE,3.1577123050262994,0.0,0.0,Setup A,Pattern 1,ENGULFING,True,1
2026-02-24T03:41:00+00:00,2026-02-24T03:53:00+00:00,long,5167.92,5163.61,5189.67,5167.92,BE,5.046403712296515,0.0,0.0,Setup A,Pattern 1,ENGULFING,True,13
2026-02-24T03:57:00+00:00,2026-02-24T03:59:00+00:00,long,5172.48,5166.54,5189.67,5172.48,BE,2.8939393939396747,0.0,0.0,Setup A,Pattern 1,ENGULFING,True,3
2026-02-24T04:07:00+00:00,2026-02-24T04:07:00+00:00,long,5175.15,5173.49,5181.43,5173.49,SL,3.783132530121208,-1.0,-1.0,Setup A,Pattern 2,PIN_BAR,False,1
2026-02-24T04:10:00+00:00,2026-02-24T04:11:00+00:00,long,5172.79,5167.15,5189.67,5167.15,SL,2.9929078014182853,-1.0,-1.0,Setup A,Pattern 1,ENGULFING,False,2
2026-02-24T04:33:00+00:00,2026-02-24T04:52:00+00:00,long,5178.81,5175.62,5189.67,5189.67,TP,3.404388714732896,3.404388714732896,3.404388714732896,Setup A,Pattern 1,ENGULFING,False,20
2026-02-24T05:34:00+00:00,2026-02-24T05:42:00+00:00,long,5184.05,5182.27,5189.4975,5182.27,SL,3.060393258427527,-1.0,-1.0,Setup A,Pattern 1,ENGULFING,False,9
2026-02-24T05:45:00+00:00,2026-02-24T05:46:00+00:00,long,5179.57,5176.33,5189.440769230769,5176.33,SL,3.0465337132004917,-1.0,-1.0,Setup A,Pattern 2,PIN_BAR,False,2
2026-02-24T05:48:00+00:00,2026-02-24T05:48:00+00:00,long,5177.69,5176.65,5181.948333333333,5176.65,SL,4.094551282051309,-1.0,-1.0,Setup A,Pattern 2,PIN_BAR,False,1
2026-02-24T05:56:00+00:00,2026-02-24T05:56:00+00:00,long,5176.14,5175.39,5181.948333333333,5176.14,BE,7.744444444443313,0.0,0.0,Setup A,Pattern 2,PIN_BAR,True,1
2026-02-24T06:00:00+00:00,2026-02-24T06:00:00+00:00,long,5171.84,5171.2,5174.58,5171.2,SL,4.281249999997469,-1.0,-1.0,Setup A,Pattern 2,PIN_BAR,False,1
2026-02-24T06:12:00+00:00,2026-02-24T06:12:00+00:00,long,5169.75,5168.37,5174.58,5168.37,SL,3.4999999999996705,-1.0,-1.0,Setup A,Pattern 3,MORNING_STAR,False,1
2026-02-24T06:14:00+00:00,2026-02-24T06:23:00+00:00,long,5168.62,5166.93,5174.58,5174.58,TP,3.5266272189357677,3.5266272189357677,3.5266272189357677,Setup A,Pattern 2,PIN_BAR,True,10
2026-02-24T06:30:00+00:00,2026-02-24T06:30:00+00:00,long,5172.2,5170.57,5182.165,5170.57,SL,6.113496932515018,-1.0,-1.0,Setup A,Pattern 2,PIN_BAR,False,1
2026-02-24T06:35:00+00:00,2026-02-24T06:35:00+00:00,long,5167.81,5167.2,5174.32375,5167.2,SL,10.678278688513029,-1.0,-1.0,Setup A,Pattern 2,PIN_BAR,False,1
2026-02-24T06:37:00+00:00,2026-02-24T06:37:00+00:00,long,5167.21,5166.36,5174.32375,5166.36,SL,8.369117647054685,-1.0,-1.0,Setup A,Pattern 2,PIN_BAR,False,1
2026-02-24T06:39:00+00:00,2026-02-24T06:39:00+00:00,long,5167.37,5165.82,5174.32375,5167.37,BE,4.486290322579907,0.0,0.0,Setup A,Pattern 1,ENGULFING,True,1
2026-02-24T06:48:00+00:00,2026-02-24T07:01:00+00:00,long,5169.41,5166.27,5183.358571428572,5166.27,SL,4.442220200182987,-1.0,-1.0,Setup A,Pattern 1,ENGULFING,False,14
2026-02-24T07:06:00+00:00,2026-02-24T07:12:00+00:00,long,5171.59,5167.32,5180.8475,5171.59,BE,2.168032786884956,0.0,0.0,Setup A,Pattern 2,PIN_BAR,True,7
2026-02-24T07:16:00+00:00,2026-02-24T07:16:00+00:00,long,5171.66,5170.38,5174.89875,5171.66,BE,2.5302734375008447,0.0,0.0,Setup A,Pattern 2,PIN_BAR,True,1
2026-02-24T07:18:00+00:00,2026-02-24T07:19:00+00:00,long,5172.85,5171.73,5179.719999999999,5171.73,SL,6.1339285714232785,-1.0,-1.0,Setup A,Pattern 2,PIN_BAR,False,2
2026-02-24T08:38:00+00:00,2026-02-24T08:38:00+00:00,long,5164.85,5159.39,5179.719999999999,5164.85,BE,2.723443223443019,0.0,0.0,Setup A,Pattern 1,ENGULFING,True,1
2026-02-24T08:45:00+00:00,2026-02-24T08:45:00+00:00,long,5170.48,5168.89,5174.7,5170.48,BE,2.654088050315901,0.0,0.0,Setup A,Pattern 2,PIN_BAR,True,1
2026-02-24T08:49:00+00:00,2026-02-24T08:51:00+00:00,long,5173.91,5170.17,5183.92125,5170.17,SL,2.6768048128345074,-1.0,-1.0,Setup A,Pattern 1,ENGULFING,False,3
2026-02-24T09:02:00+00:00,2026-02-24T09:04:00+00:00,long,5170.27,5169.24,5174.735384615385,5170.27,BE,4.335324869302301,0.0,0.0,Setup A,Pattern 2,PIN_BAR,True,3
2026-02-24T10:28:00+00:00,2026-02-24T10:28:00+00:00,long,5172.75,5172.03,5174.536470588235,5174.536470588235,TP,2.4812091503252423,2.4812091503252423,2.4812091503252423,Setup A,Pattern 2,PIN_BAR,False,1
2026-02-24T10:44:00+00:00,2026-02-24T10:45:00+00:00,long,5175.72,5174.49,5179.775,5174.49,SL,3.2967479674779043,-1.0,-1.0,Setup A,Pattern 1,ENGULFING,False,2
2026-02-24T10:47:00+00:00,2026-02-24T10:59:00+00:00,long,5172.77,5169.08,5183.640833333334,5172.77,BE,2.946025293585879,0.0,0.0,Setup A,Pattern 2,PIN_BAR,True,13
2026-02-24T11:30:00+00:00,2026-02-24T11:32:00+00:00,long,5168.72,5167.85,5171.376666666666,5171.376666666666,TP,3.05363984674273,3.05363984674273,3.05363984674273,Setup A,Pattern 2,PIN_BAR,False,3
2026-02-24T11:42:00+00:00,2026-02-24T11:42:00+00:00,long,5171.59,5169.9,5179.84,5169.9,SL,4.881656804732256,-1.0,-1.0,Setup A,Pattern 2,PIN_BAR,False,1
2026-02-24T11:48:00+00:00,2026-02-24T12:02:00+00:00,long,5169.37,5167.36,5174.7699999999995,5174.7699999999995,TP,2.6865671641786317,2.6865671641786317,2.6865671641786317,Setup A,Pattern 3,MORNING_STAR,True,15
2026-02-24T12:12:00+00:00,2026-02-24T12:12:00+00:00,long,5173.4,5172.96,5174.688095238095,5172.96,SL,2.9274891774926473,-1.0,-1.0,Setup A,Pattern 1,ENGULFING,False,1
2026-02-24T12:36:00+00:00,2026-02-24T12:36:00+00:00,long,5167.28,5165.75,5171.2919999999995,5165.75,SL,2.622222222222473,-1.0,-1.0,Setup B,Pattern 1,ENGULFING,False,1
2026-02-24T12:38:00+00:00,2026-02-24T12:38:00+00:00,long,5168.4,5163.32,5179.326,5168.4,BE,2.15078740157491,0.0,0.0,Setup B,Pattern 1,ENGULFING,True,1
2026-02-24T12:42:00+00:00,2026-02-24T12:42:00+00:00,long,5168.44,5163.32,5179.326,5168.44,BE,2.1261718750001277,0.0,0.0,Setup B,Pattern 1,ENGULFING,True,1
2026-02-24T12:46:00+00:00,2026-02-24T12:46:00+00:00,long,5170.26,5169.74,5174.731666666667,5170.26,BE,8.599358974351148,0.0,0.0,Setup A,Pattern 2,PIN_BAR,True,1
2026-02-24T12:50:00+00:00,2026-02-24T12:51:00+00:00,long,5170.71,5169.86,5174.731666666667,5169.86,SL,4.731372549017426,-1.0,-1.0,Setup A,Pattern 2,PIN_BAR,False,2
2026-02-24T12:53:00+00:00,2026-02-24T12:53:00+00:00,long,5171.64,5169.97,5179.84,5171.64,BE,4.91017964071824,0.0,0.0,Setup A,Pattern 1,ENGULFING,True,1
2026-02-24T12:56:00+00:00,2026-02-24T12:56:00+00:00,long,5172.86,5171.55,5179.84,5171.55,SL,5.328244274811593,-1.0,-1.0,Setup A,Pattern 2,PIN_BAR,False,1
2026-02-24T13:04:00+00:00,2026-02-24T13:06:00+00:00,long,5174.84,5174.29,5179.84,5174.29,SL,9.090909090906084,-1.0,-1.0,Setup A,Pattern 2,PIN_BAR,False,3
2026-02-24T14:03:00+00:00,2026-02-24T14:04:00+00:00,long,5170.44,5169.48,5175.266086956522,5169.48,SL,5.027173913043535,-1.0,-1.0,Setup A,Pattern 2,PIN_BAR,False,2
2026-02-24T14:06:00+00:00,2026-02-24T14:06:00+00:00,long,5171.19,5168.27,5179.637142857143,5171.19,BE,2.8928571428581105,0.0,0.0,Setup A,Pattern 1,ENGULFING,True,1
2026-02-24T14:34:00+00:00,2026-02-24T14:35:00+00:00,long,5159.73,5157.21,5166.435555555556,5157.21,SL,2.660934744268834,-1.0,-1.0,Setup A,Pattern 2,PIN_BAR,False,2
2026-02-24T15:15:00+00:00,2026-02-24T15:15:00+00:00,long,5159.2,5157.73,5163.588461538461,5157.73,SL,2.985347985347335,-1.0,-1.0,Setup A,Pattern 1,ENGULFING,False,1
2026-02-24T15:21:00+00:00,2026-02-24T15:21:00+00:00,long,5155.1,5152.18,5163.588461538461,5152.18,SL,2.907007376185132,-1.0,-1.0,Setup A,Pattern 1,ENGULFING,False,1
2026-02-24T15:23:00+00:00,2026-02-24T15:30:00+00:00,long,5155.14,5153.77,5163.588461538461,5153.77,SL,6.166760247052195,-1.0,-1.0,Setup A,Pattern 1,ENGULFING,False,8
2026-02-24T15:35:00+00:00,2026-02-24T15:35:00+00:00,long,5154.12,5151.44,5163.588461538461,5151.44,SL,3.533008036738896,-1.0,-1.0,Setup A,Pattern 1,ENGULFING,False,1
2026-02-24T15:47:00+00:00,2026-02-24T15:47:00+00:00,long,5141.11,5139.51,5158.926666666666,5139.51,SL,11.135416666670427,-1.0,-1.0,Setup A,Pattern 2,PIN_BAR,False,1
2026-02-24T18:39:00+00:00,2026-02-24T18:39:00+00:00,long,5145.97,5144.88,5154.907,5144.88,SL,8.199082568806151,-1.0,-1.0,Setup A,Pattern 2,PIN_BAR,False,1
2026-02-24T18:41:00+00:00,2026-02-24T18:43:00+00:00,long,5148.92,5144.77,5167.282222222222,5144.77,SL,4.424631860776784,-1.0,-1.0,Setup A,Pattern 3,MORNING_STAR,False,3
2026-02-24T18:58:00+00:00,2026-02-24T19:10:00+00:00,long,5140.04,5137.29,5154.534545454545,5154.534545454545,TP,5.270743801652729,5.270743801652729,5.270743801652729,Setup A,Pattern 1,ENGULFING,False,13
2026-02-25T16:00:00+00:00,2026-02-25T16:00:00+00:00,long,5185.57,5183.76,5189.373076923077,5185.57,BE,2.101147471313985,0.0,0.0,Setup A,Pattern 2,PIN_BAR,True,1
2026-02-25T16:10:00+00:00,2026-02-25T16:10:00+00:00,long,5190.18,5189.52,5194.344166666667,5189.52,SL,6.309343434344513,-1.0,-1.0,Setup A,Pattern 2,PIN_BAR,False,1
2026-02-25T16:16:00+00:00,2026-02-25T16:16:00+00:00,long,5184.69,5181.95,5190.896,5184.69,BE,2.2649635036498634,0.0,0.0,Setup A,Pattern 2,PIN_BAR,True,1
2026-02-25T16:19:00+00:00,2026-02-25T16:19:00+00:00,long,5184.09,5182.62,5190.896,5182.62,SL,4.6299319727880315,-1.0,-1.0,Setup A,Pattern 2,PIN_BAR,False,1
2026-02-25T16:26:00+00:00,2026-02-25T16:26:00+00:00,long,5180.65,5177.26,5190.896,5180.65,BE,3.0224188790565942,0.0,0.0,Setup A,Pattern 2,PIN_BAR,True,1
2026-02-25T16:32:00+00:00,2026-02-25T16:32:00+00:00,long,5175.73,5173.04,5183.859230769231,5175.73,BE,3.0220188733205506,0.0,0.0,Setup A,Pattern 2,PIN_BAR,True,1
